order_id,customer_id,postal_code,product_id,sales,quantity,discount,profit,category,subcategory,product_name,order_date,ship_date,ship_mode,customer_name,segment,country,city,state,region,profit_margin
CA-2017-163419,TZ-21580,80027,TEC-PH-10000560,$559.98,2,20%,$56.00,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),11/11/2017,11/14/2017,Second Class,Tracy Zic,Consumer,United States,Louisville,Colorado,West,10%
CA-2017-163419,TZ-21580,80027,FUR-CH-10000665,$603.92,5,20%,$75.49,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",11/11/2017,11/14/2017,Second Class,Tracy Zic,Consumer,United States,Louisville,Colorado,West,13%
CA-2020-100314,AS-10630,77506,OFF-LA-10001569,$7.97,2,20%,$2.59,Office Supplies,Labels,Avery 499,9/29/2020,10/5/2020,Standard Class,Ann Steele,Home Office,United States,Pasadena,Texas,Central,33%
CA-2020-100314,AS-10630,77506,OFF-EN-10000461,$27.97,4,20%,$9.44,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",9/29/2020,10/5/2020,Standard Class,Ann Steele,Home Office,United States,Pasadena,Texas,Central,34%
CA-2020-100314,AS-10630,77506,TEC-MA-10003066,$336.51,3,40%,$44.87,Technology,Machines,Wasp CCD Handheld Bar Code Reader,9/29/2020,10/5/2020,Standard Class,Ann Steele,Home Office,United States,Pasadena,Texas,Central,13%
CA-2018-146829,TS-21340,77041,OFF-BI-10004022,$1.11,2,80%,-$1.89,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,3/10/2018,3/10/2018,Same Day,Toby Swindell,Consumer,United States,Houston,Texas,Central,-170%
CA-2020-167899,JG-15805,13021,FUR-FU-10004071,$520.05,5,0%,$72.81,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,5/21/2020,5/26/2020,Standard Class,John Grady,Corporate,United States,Auburn,New York,East,14%
CA-2020-167899,JG-15805,13021,OFF-AR-10001988,$17.97,3,0%,$5.21,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,5/21/2020,5/26/2020,Standard Class,John Grady,Corporate,United States,Auburn,New York,East,29%
CA-2018-153549,SL-20155,32216,FUR-CH-10004086,"$1,166.92",5,20%,$131.28,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,3/29/2018,3/31/2018,Second Class,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,South,11%
CA-2019-110023,TS-21610,10024,OFF-BI-10001036,$14.62,2,20%,$5.48,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,9/9/2019,9/11/2019,First Class,Troy Staebel,Consumer,United States,New York City,New York,East,38%
CA-2019-105585,RF-19735,95123,OFF-FA-10002983,$10.23,3,0%,$4.91,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,8/26/2019,8/27/2019,First Class,Roland Fjeld,Consumer,United States,San Jose,California,West,48%
CA-2019-105585,RF-19735,95123,OFF-PA-10003625,$154.90,5,0%,$69.71,Office Supplies,Paper,Xerox 1979,8/26/2019,8/27/2019,First Class,Roland Fjeld,Consumer,United States,San Jose,California,West,45%
CA-2017-117639,MW-18235,23464,OFF-BI-10003925,"$2,715.93",7,0%,"$1,276.49",Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,5/21/2017,5/25/2017,Standard Class,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,South,47%
CA-2017-117639,MW-18235,23464,TEC-PH-10001530,$617.97,3,0%,$173.03,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,5/21/2017,5/25/2017,Standard Class,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,South,28%
CA-2018-162537,RD-19585,42420,OFF-EN-10003862,$10.67,1,0%,$4.91,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10/28/2018,11/3/2018,Standard Class,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,46%
CA-2018-162537,RD-19585,42420,OFF-ST-10004258,$36.63,3,0%,$9.89,Office Supplies,Storage,Portable Personal File Box,10/28/2018,11/3/2018,Standard Class,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,27%
CA-2018-162537,RD-19585,42420,FUR-FU-10002885,$24.10,5,0%,$9.16,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,10/28/2018,11/3/2018,Standard Class,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,38%
CA-2018-162537,RD-19585,42420,FUR-FU-10001918,$33.11,7,0%,$12.91,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,10/28/2018,11/3/2018,Standard Class,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,39%
CA-2019-155488,FM-14290,98661,OFF-AR-10002956,$44.02,2,0%,$11.45,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,11/13/2019,11/17/2019,Standard Class,Frank Merwin,Home Office,United States,Vancouver,Washington,West,26%
CA-2018-124891,RH-19495,10024,TEC-AC-10003033,"$2,309.65",7,0%,$762.18,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,7/31/2018,7/31/2018,Same Day,Rick Hansen,Consumer,United States,New York City,New York,East,33%
CA-2018-124891,RH-19495,10024,FUR-TA-10002903,"$1,090.78",7,40%,-$290.88,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",7/31/2018,7/31/2018,Same Day,Rick Hansen,Consumer,United States,New York City,New York,East,-27%
CA-2018-124891,RH-19495,10024,OFF-PA-10004621,$19.44,3,0%,$9.33,Office Supplies,Paper,Xerox 212,7/31/2018,7/31/2018,Same Day,Rick Hansen,Consumer,United States,New York City,New York,East,48%
CA-2018-126445,RA-19945,92563,OFF-ST-10000046,$484.65,3,0%,$92.08,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,8/27/2018,8/31/2018,Standard Class,Ryan Akin,Consumer,United States,Murrieta,California,West,19%
CA-2018-111199,JK-15730,28540,OFF-PA-10001790,$115.30,3,20%,$40.35,Office Supplies,Paper,Xerox 1910,11/13/2018,11/17/2018,Standard Class,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,South,35%
CA-2018-105312,MT-17815,85254,OFF-EN-10002600,$7.08,3,20%,$2.48,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",11/6/2018,11/9/2018,First Class,Meg Tillman,Consumer,United States,Scottsdale,Arizona,West,35%
CA-2018-105312,MT-17815,85254,OFF-BI-10002049,$4.40,3,70%,-$3.52,Office Supplies,Binders,UniKeep View Case Binders,11/6/2018,11/9/2018,First Class,Meg Tillman,Consumer,United States,Scottsdale,Arizona,West,-80%
US-2020-106705,PO-18850,52601,OFF-PA-10001509,$44.75,5,0%,$20.59,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",12/26/2020,1/1/2021,Standard Class,Patrick O'Brill,Consumer,United States,Burlington,Iowa,Central,46%
CA-2020-135034,AT-10735,60653,TEC-PH-10003931,$95.98,2,20%,$6.00,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,8/1/2020,8/3/2020,First Class,Annie Thurman,Consumer,United States,Chicago,Illinois,Central,6%
CA-2017-158540,VG-21790,92037,FUR-FU-10001602,$151.72,4,0%,$27.31,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",11/24/2017,11/26/2017,First Class,Vivek Gonzalez,Consumer,United States,San Diego,California,West,18%
CA-2020-118437,PF-19165,98502,FUR-FU-10004848,$155.25,3,0%,$46.58,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",6/17/2020,6/21/2020,Second Class,Philip Fox,Consumer,United States,Olympia,Washington,West,30%
CA-2020-118437,PF-19165,98502,OFF-ST-10003722,$14.03,1,0%,$4.07,Office Supplies,Storage,Project Tote Personal File,6/17/2020,6/21/2020,Second Class,Philip Fox,Consumer,United States,Olympia,Washington,West,29%
US-2018-126214,JS-15880,98103,FUR-TA-10003748,"$1,618.37",13,0%,$356.04,Furniture,Tables,Bevis 36 x 72 Conference Tables,12/21/2018,12/24/2018,Second Class,John Stevenson,Consumer,United States,Seattle,Washington,West,22%
US-2018-126214,JS-15880,98103,TEC-AC-10003198,$99.60,1,0%,$36.85,Technology,Accessories,Enermax Acrylux Wireless Keyboard,12/21/2018,12/24/2018,Second Class,John Stevenson,Consumer,United States,Seattle,Washington,West,37%
CA-2018-133025,MO-17800,90036,OFF-PA-10004100,$32.40,5,0%,$15.55,Office Supplies,Paper,Xerox 216,9/17/2018,9/19/2018,Second Class,Meg O'Connel,Home Office,United States,Los Angeles,California,West,48%
CA-2018-108665,KM-16225,10011,FUR-FU-10002191,$13.96,2,0%,$6.70,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,7/6/2018,7/10/2018,Standard Class,Kalyca Meade,Corporate,United States,New York City,New York,East,48%
CA-2018-108665,KM-16225,10011,FUR-FU-10000965,$155.82,3,0%,$63.89,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",7/6/2018,7/10/2018,Standard Class,Kalyca Meade,Corporate,United States,New York City,New York,East,41%
CA-2018-108665,KM-16225,10011,TEC-PH-10004188,$124.95,5,0%,$2.50,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,7/6/2018,7/10/2018,Standard Class,Kalyca Meade,Corporate,United States,New York City,New York,East,2%
CA-2018-108665,KM-16225,10011,OFF-ST-10001526,$601.65,5,0%,$156.43,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,7/6/2018,7/10/2018,Standard Class,Kalyca Meade,Corporate,United States,New York City,New York,East,26%
CA-2018-124450,GT-14710,20016,OFF-AR-10001166,$22.74,3,0%,$8.87,Office Supplies,Art,Staples in misc. colors,4/27/2018,5/3/2018,Standard Class,Greg Tran,Consumer,United States,Washington,District Of Columbia,East,39%
CA-2018-124450,GT-14710,20016,FUR-CH-10000309,"$1,267.53",3,0%,$316.88,Furniture,Chairs,Global Comet Stacking Arm Chair,4/27/2018,5/3/2018,Standard Class,Greg Tran,Consumer,United States,Washington,District Of Columbia,East,25%
CA-2018-124450,GT-14710,20016,TEC-MA-10004212,"$1,379.92",8,0%,$648.56,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,4/27/2018,5/3/2018,Standard Class,Greg Tran,Consumer,United States,Washington,District Of Columbia,East,47%
CA-2018-167269,PB-19150,19134,OFF-EN-10003072,$6.21,2,20%,$2.17,Office Supplies,Envelopes,Peel & Seel Envelopes,6/16/2018,6/20/2018,Standard Class,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,East,35%
CA-2020-106964,HR-14770,90045,OFF-BI-10000320,$11.81,2,20%,$4.28,Office Supplies,Binders,GBC Plastic Binding Combs,12/17/2020,12/20/2020,First Class,Hallie Redmond,Home Office,United States,Los Angeles,California,West,36%
CA-2019-126529,DE-13255,45503,OFF-PA-10001166,$15.55,3,20%,$5.44,Office Supplies,Paper,Xerox 2,1/11/2019,1/13/2019,Second Class,Deanra Eno,Home Office,United States,Springfield,Ohio,East,35%
CA-2019-126529,DE-13255,45503,OFF-PA-10003656,$63.31,3,20%,$20.58,Office Supplies,Paper,Xerox 1935,1/11/2019,1/13/2019,Second Class,Deanra Eno,Home Office,United States,Springfield,Ohio,East,33%
CA-2019-126529,DE-13255,45503,TEC-PH-10000148,$15.59,2,40%,-$9.87,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,1/11/2019,1/13/2019,Second Class,Deanra Eno,Home Office,United States,Springfield,Ohio,East,-63%
CA-2017-163552,LA-16780,7601,OFF-PA-10000474,$177.20,5,0%,$83.28,Office Supplies,Paper,Easy-staple paper,7/11/2017,7/15/2017,Standard Class,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,47%
CA-2017-163552,LA-16780,7601,TEC-PH-10003885,$197.97,3,0%,$57.41,Technology,Phones,Cisco SPA508G,7/11/2017,7/15/2017,Standard Class,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,29%
CA-2017-163552,LA-16780,7601,FUR-CH-10003379,$854.94,3,0%,$213.74,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,7/11/2017,7/15/2017,Standard Class,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,25%
CA-2017-163552,LA-16780,7601,FUR-FU-10000629,$124.11,9,0%,$52.13,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,7/11/2017,7/15/2017,Standard Class,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,42%
CA-2017-163552,LA-16780,7601,OFF-LA-10001175,$14.40,5,0%,$7.06,Office Supplies,Labels,Avery 514,7/11/2017,7/15/2017,Standard Class,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,East,49%
CA-2019-109820,AG-10390,45231,OFF-PA-10000955,$15.70,3,20%,$5.10,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,11/20/2019,11/22/2019,First Class,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,33%
CA-2019-109820,AG-10390,45231,OFF-BI-10003460,$2.63,2,70%,-$1.93,Office Supplies,Binders,Acco 3-Hole Punch,11/20/2019,11/22/2019,First Class,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,-73%
CA-2019-109820,AG-10390,45231,OFF-BI-10000474,$14.43,3,70%,-$10.58,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,11/20/2019,11/22/2019,First Class,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,East,-73%
CA-2019-113061,EL-13735,65109,FUR-FU-10003975,$86.62,2,0%,$8.66,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,4/22/2019,4/26/2019,Standard Class,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,Central,10%
CA-2018-127418,JJ-15445,90004,OFF-BI-10003707,$36.62,3,20%,$13.73,Office Supplies,Binders,Aluminum Screw Posts,6/13/2018,6/14/2018,First Class,Jennifer Jackson,Consumer,United States,Los Angeles,California,West,38%
CA-2020-121818,JH-15430,27217,OFF-AR-10000203,$23.97,7,20%,$2.70,Office Supplies,Art,Newell 336,11/20/2020,11/21/2020,First Class,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,South,11%
CA-2020-121818,JH-15430,27217,OFF-AR-10004790,$28.73,3,20%,$1.80,Office Supplies,Art,Staples in misc. colors,11/20/2020,11/21/2020,First Class,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,South,6%
CA-2019-127670,RD-19660,63376,FUR-TA-10001095,$697.16,4,0%,$146.40,Furniture,Tables,Chromcraft Round Conference Tables,3/20/2019,3/24/2019,Standard Class,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,Central,21%
CA-2019-102981,MO-17500,10035,TEC-AC-10004761,$31.86,2,0%,$11.15,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,9/6/2019,9/9/2019,Second Class,Mary O'Rourke,Consumer,United States,New York City,New York,East,35%
CA-2019-102981,MO-17500,10035,FUR-BO-10001811,$722.35,3,20%,$90.29,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",9/6/2019,9/9/2019,Second Class,Mary O'Rourke,Consumer,United States,New York City,New York,East,13%
CA-2020-115651,NS-18640,60610,OFF-AR-10001130,$8.84,5,20%,$2.98,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",7/9/2020,7/12/2020,First Class,Noel Staavos,Corporate,United States,Chicago,Illinois,Central,34%
CA-2020-115651,NS-18640,60610,OFF-AP-10000055,$58.46,9,80%,-$146.16,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,7/9/2020,7/12/2020,First Class,Noel Staavos,Corporate,United States,Chicago,Illinois,Central,-250%
CA-2020-152702,SN-20710,61107,FUR-CH-10002304,$254.60,14,30%,-$18.19,Furniture,Chairs,"Global Stack Chair without Arms, Black",10/12/2020,10/16/2020,Standard Class,Steve Nguyen,Home Office,United States,Rockford,Illinois,Central,-7%
CA-2019-169103,ZC-21910,33142,TEC-PH-10001530,"$1,363.96",5,20%,$85.25,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,3/8/2019,3/13/2019,Standard Class,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,6%
CA-2019-169103,ZC-21910,33142,FUR-FU-10004006,$102.36,3,20%,-$3.84,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3/8/2019,3/13/2019,Standard Class,Zuschuss Carroll,Consumer,United States,Miami,Florida,South,-4%
CA-2017-139192,LC-16885,94109,TEC-PH-10000486,"$1,113.50",12,20%,$125.27,Technology,Phones,Plantronics HL10 Handset Lifter,5/27/2017,6/1/2017,Second Class,Lena Creighton,Consumer,United States,San Francisco,California,West,11%
CA-2017-139192,LC-16885,94109,TEC-AC-10001606,$99.99,1,0%,$38.00,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,5/27/2017,6/1/2017,Second Class,Lena Creighton,Consumer,United States,San Francisco,California,West,38%
US-2018-153500,DG-13300,19134,FUR-FU-10000293,$168.46,2,20%,-$29.48,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,7/3/2018,7/5/2018,First Class,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,-18%
US-2018-153500,DG-13300,19134,OFF-PA-10001307,$6.72,2,20%,$2.44,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",7/3/2018,7/5/2018,First Class,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,36%
US-2018-153500,DG-13300,19134,FUR-FU-10004460,$282.89,9,20%,$56.58,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",7/3/2018,7/5/2018,First Class,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,East,20%
CA-2018-110667,NF-18595,10009,OFF-AR-10000716,$11.16,2,0%,$4.35,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,4/4/2018,4/8/2018,Standard Class,Nicole Fjeld,Home Office,United States,New York City,New York,East,39%
CA-2018-110667,NF-18595,10009,FUR-FU-10004622,$108.40,2,0%,$22.76,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,4/4/2018,4/8/2018,Standard Class,Nicole Fjeld,Home Office,United States,New York City,New York,East,21%
CA-2018-110667,NF-18595,10009,OFF-BI-10002735,$82.34,3,20%,$27.79,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,4/4/2018,4/8/2018,Standard Class,Nicole Fjeld,Home Office,United States,New York City,New York,East,34%
CA-2018-110667,NF-18595,10009,OFF-BI-10003529,$9.09,4,20%,$3.29,Office Supplies,Binders,Avery Round Ring Poly Binders,4/4/2018,4/8/2018,Standard Class,Nicole Fjeld,Home Office,United States,New York City,New York,East,36%
CA-2020-167150,BP-11185,92037,OFF-BI-10001097,$19.94,4,20%,$7.23,Office Supplies,Binders,Avery Hole Reinforcements,12/10/2020,12/17/2020,Standard Class,Ben Peterman,Corporate,United States,San Diego,California,West,36%
CA-2020-167150,BP-11185,92037,OFF-BI-10001597,$65.57,2,20%,$22.95,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",12/10/2020,12/17/2020,Standard Class,Ben Peterman,Corporate,United States,San Diego,California,West,35%
CA-2019-105284,MG-17650,19143,OFF-FA-10001754,$4.42,3,20%,$1.60,Office Supplies,Fasteners,Stockwell Gold Paper Clips,11/24/2019,12/1/2019,Standard Class,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,East,36%
US-2018-125374,JD-16060,77095,FUR-CH-10003396,$107.77,2,30%,-$29.25,Furniture,Chairs,Global Deluxe Steno Chair,3/23/2018,3/29/2018,Standard Class,Julia Dunbar,Consumer,United States,Houston,Texas,Central,-27%
CA-2018-161263,TS-21160,43615,OFF-AP-10002350,$45.22,3,20%,$4.52,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,4/16/2018,4/21/2018,Standard Class,Theresa Swint,Corporate,United States,Toledo,Ohio,East,10%
CA-2018-161263,TS-21160,43615,OFF-FA-10004838,$10.42,7,20%,-$2.21,Office Supplies,Fasteners,"Super Bands, 12/Pack",4/16/2018,4/21/2018,Standard Class,Theresa Swint,Corporate,United States,Toledo,Ohio,East,-21%
CA-2018-161263,TS-21160,43615,OFF-AR-10004757,$7.87,3,20%,$1.28,Office Supplies,Art,Crayola Colored Pencils,4/16/2018,4/21/2018,Standard Class,Theresa Swint,Corporate,United States,Toledo,Ohio,East,16%
CA-2018-161263,TS-21160,43615,TEC-PH-10002115,$118.78,3,40%,-$27.72,Technology,Phones,Plantronics 81402,4/16/2018,4/21/2018,Standard Class,Theresa Swint,Corporate,United States,Toledo,Ohio,East,-23%
CA-2018-161263,TS-21160,43615,OFF-FA-10003059,$1.45,1,20%,$0.24,Office Supplies,Fasteners,Assorted Color Push Pins,4/16/2018,4/21/2018,Standard Class,Theresa Swint,Corporate,United States,Toledo,Ohio,East,16%
CA-2018-161263,TS-21160,43615,OFF-BI-10004330,$55.47,5,70%,-$46.23,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",4/16/2018,4/21/2018,Standard Class,Theresa Swint,Corporate,United States,Toledo,Ohio,East,-83%
CA-2019-157686,BD-11620,94122,FUR-CH-10001146,$194.85,4,20%,$12.18,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",10/1/2019,10/2/2019,First Class,Brian Decherney,Consumer,United States,San Francisco,California,West,6%
US-2020-139955,CM-12160,78521,OFF-SU-10001935,$1.74,1,20%,-$0.35,Office Supplies,Supplies,Staple remover,9/28/2020,9/30/2020,Second Class,Charles Mccrossin,Consumer,United States,Brownsville,Texas,Central,-20%
US-2018-150161,RB-19795,19143,OFF-BI-10001524,$25.18,4,70%,-$18.46,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,7/25/2018,7/29/2018,Standard Class,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,-73%
CA-2018-144652,SN-20560,90008,OFF-AR-10003732,$19.46,7,0%,$5.06,Office Supplies,Art,Newell 333,11/20/2018,11/26/2018,Standard Class,Skye Norling,Home Office,United States,Los Angeles,California,West,26%
CA-2019-152814,EH-14005,80219,OFF-PA-10001970,$29.47,3,20%,$9.95,Office Supplies,Paper,Xerox 1881,4/28/2019,5/2/2019,Standard Class,Erica Hernandez,Home Office,United States,Denver,Colorado,West,34%
CA-2020-106943,FO-14305,10035,OFF-BI-10003669,$8.64,2,20%,$3.02,Office Supplies,Binders,3M Organizer Strips,11/14/2020,11/19/2020,Standard Class,Frank Olsen,Consumer,United States,New York City,New York,East,35%
CA-2019-134348,MS-17710,85204,OFF-BI-10003727,$6.27,5,70%,-$4.60,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,11/12/2019,11/19/2019,Standard Class,Maurice Satty,Consumer,United States,Mesa,Arizona,West,-73%
CA-2019-134348,MS-17710,85204,OFF-BI-10004967,$4.37,7,70%,-$3.35,Office Supplies,Binders,Round Ring Binders,11/12/2019,11/19/2019,Standard Class,Maurice Satty,Consumer,United States,Mesa,Arizona,West,-77%
CA-2019-134348,MS-17710,85204,TEC-AC-10003447,$31.98,2,20%,$2.00,Technology,Accessories,Micropad Numeric Keypads,11/12/2019,11/19/2019,Standard Class,Maurice Satty,Consumer,United States,Mesa,Arizona,West,6%
CA-2019-161781,CC-12100,47201,OFF-AR-10000255,$40.88,7,0%,$10.63,Office Supplies,Art,Newell 328,9/29/2019,9/30/2019,First Class,Chad Cunningham,Home Office,United States,Columbus,Indiana,Central,26%
CA-2020-132521,DW-13540,98105,OFF-AP-10002191,$119.96,2,0%,$33.59,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,9/23/2020,9/25/2020,Second Class,Don Weiss,Consumer,United States,Seattle,Washington,West,28%
CA-2020-132521,DW-13540,98105,OFF-ST-10001325,$31.44,3,0%,$8.49,Office Supplies,Storage,Sterilite Officeware Hinged File Box,9/23/2020,9/25/2020,Second Class,Don Weiss,Consumer,United States,Seattle,Washington,West,27%
CA-2020-132521,DW-13540,98105,OFF-BI-10000404,$6.88,1,20%,$2.32,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,9/23/2020,9/25/2020,Second Class,Don Weiss,Consumer,United States,Seattle,Washington,West,34%
CA-2018-110016,BT-11395,48227,OFF-PA-10000349,$19.92,4,0%,$9.36,Office Supplies,Paper,Easy-staple paper,11/29/2018,12/4/2018,Standard Class,Bill Tyler,Corporate,United States,Detroit,Michigan,Central,47%
CA-2018-110016,BT-11395,48227,FUR-CH-10002880,"$1,106.91",9,0%,$121.76,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",11/29/2018,12/4/2018,Standard Class,Bill Tyler,Corporate,United States,Detroit,Michigan,Central,11%
US-2019-143819,KD-16270,10701,FUR-TA-10001095,$836.59,8,40%,-$264.92,Furniture,Tables,Chromcraft Round Conference Tables,3/1/2019,3/5/2019,Standard Class,Karen Daniels,Consumer,United States,Yonkers,New York,East,-32%
US-2019-143819,KD-16270,10701,OFF-PA-10003127,$26.38,1,0%,$12.13,Office Supplies,Paper,Easy-staple paper,3/1/2019,3/5/2019,Standard Class,Karen Daniels,Consumer,United States,Yonkers,New York,East,46%
US-2019-143819,KD-16270,10701,OFF-ST-10003208,$362.92,2,0%,$105.25,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,3/1/2019,3/5/2019,Standard Class,Karen Daniels,Consumer,United States,Yonkers,New York,East,29%
US-2019-143819,KD-16270,10701,TEC-MA-10003979,"$4,899.93",7,0%,"$2,400.97",Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,3/1/2019,3/5/2019,Standard Class,Karen Daniels,Consumer,United States,Yonkers,New York,East,49%
CA-2019-167584,LC-16870,50315,OFF-PA-10000029,$6.48,1,0%,$3.11,Office Supplies,Paper,Xerox 224,8/12/2019,8/12/2019,Same Day,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,Central,48%
CA-2019-166163,CY-12745,94601,TEC-PH-10004896,$71.98,3,20%,$7.20,Technology,Phones,Nokia Lumia 521 (T-Mobile),8/15/2019,8/20/2019,Second Class,Craig Yedwab,Corporate,United States,Oakland,California,West,10%
CA-2019-166163,CY-12745,94601,OFF-LA-10000452,$3.15,1,0%,$1.51,Office Supplies,Labels,Avery 488,8/15/2019,8/20/2019,Second Class,Craig Yedwab,Corporate,United States,Oakland,California,West,48%
CA-2020-158407,LW-16990,28110,FUR-FU-10001967,$31.98,2,20%,$2.00,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,6/4/2020,6/10/2020,Standard Class,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,6%
CA-2020-158407,LW-16990,28110,TEC-PH-10001819,$71.98,2,20%,$25.19,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,6/4/2020,6/10/2020,Standard Class,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,35%
CA-2018-143490,NP-18325,92105,OFF-AR-10002952,$120.15,9,0%,$33.64,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,12/6/2018,12/13/2018,Standard Class,Naresj Patel,Consumer,United States,San Diego,California,West,28%
CA-2018-143490,NP-18325,92105,TEC-PH-10000576,$219.18,2,20%,$19.18,Technology,Phones,AT&T 1080 Corded phone,12/6/2018,12/13/2018,Standard Class,Naresj Patel,Consumer,United States,San Diego,California,West,9%
